weight,size,moisture,sugar_level,firmness,color_score,quality
210.83,7.68,83.2,14.17,8.94,8.34,2
189.17,6.81,87.85,14.73,9.39,9.25,2
164.35,7.58,72.43,7.39,7.61,5.48,1
114.24,6.37,68.69,5.59,4.72,4.47,0
205.03,8.02,88.86,12.97,8.15,8.33,2
191.47,7.56,87.98,13.44,9.1,7.79,2
139.66,5.91,70.91,6.35,4.91,6.05,0
169.26,6.29,77.38,10.46,5.84,7.11,1
224.82,8.27,90.02,12.69,6.92,8.7,2
211.54,7.66,91.09,14.67,8.77,9.34,2
184.33,6.54,73.65,9.98,6.64,9.63,1
123.66,6.17,66.02,6.3,4.54,3.75,0
146.79,6.21,62.03,7.63,3.64,5.6,0
146.53,5.86,66.43,5.05,4.73,4.74,0
176.3,7.17,72.28,10.13,6.73,6.73,1
232.37,8.16,88.26,16.0,8.29,9.79,2
164.26,5.96,77.45,10.05,6.66,8.39,1
203.46,7.69,87.45,12.33,8.15,8.84,2
180.88,6.11,77.02,11.59,6.45,7.7,1
131.44,6.83,57.84,5.42,6.0,7.36,0
127.59,5.87,64.73,6.67,4.41,5.42,0
182.9,7.78,85.64,14.0,7.85,8.38,2
144.08,6.92,82.52,9.66,7.94,6.74,1
143.73,5.38,63.78,8.54,4.17,5.1,0
154.74,5.49,60.4,6.7,3.7,5.44,0
153.88,6.63,64.58,6.08,4.99,5.14,0
177.33,5.61,68.85,10.92,7.54,6.57,1
175.94,7.77,88.91,13.37,8.05,8.43,2
172.94,6.84,81.45,9.33,6.64,7.26,1
130.85,5.34,71.45,8.55,2.65,4.57,0
184.56,6.87,83.91,13.52,7.37,8.06,1
189.75,7.01,73.17,9.19,6.03,6.11,1
164.36,7.02,70.16,10.69,6.11,6.69,1
196.59,6.78,77.56,12.82,7.02,7.04,1
166.06,6.22,79.34,8.76,5.98,8.36,1
108.06,5.47,66.58,4.83,3.58,4.5,0
220.06,7.6,83.1,12.16,9.89,9.23,2
228.57,7.1,89.78,14.78,9.21,8.33,2
124.74,5.96,59.41,8.13,4.08,4.37,0
174.34,5.93,78.09,11.82,5.9,7.63,1
117.27,5.9,66.6,6.13,4.02,6.2,0
144.0,5.53,73.1,5.68,6.21,3.75,0
142.71,5.84,64.03,6.75,4.58,3.37,0
207.09,6.68,66.11,11.01,7.49,6.03,1
210.39,7.96,91.24,12.41,8.54,9.08,2
150.73,6.81,87.5,11.53,8.14,7.61,1
215.68,7.78,89.0,13.77,7.29,8.79,2
163.69,7.44,76.71,10.42,5.57,6.5,1
221.36,7.22,92.42,12.93,9.51,8.68,2
187.81,8.36,82.04,8.73,6.08,6.94,1
153.81,7.71,75.17,11.25,6.71,6.51,1
203.05,8.31,88.43,17.41,8.65,9.04,2
105.93,6.38,63.33,5.78,4.7,6.65,0
191.72,8.07,82.52,16.15,7.88,8.87,2
140.53,5.39,68.38,8.79,3.9,7.6,0
116.81,5.54,74.65,8.0,3.58,3.9,0
120.1,5.84,61.64,2.62,4.94,6.4,0
200.0,6.87,79.91,12.05,5.87,7.76,1
160.49,6.84,81.43,9.79,7.67,7.72,1
210.06,7.7,93.09,13.83,9.18,9.01,2
132.12,6.14,68.07,5.87,4.18,4.7,0
188.62,5.84,81.3,8.79,6.81,7.1,1
133.31,6.46,60.56,4.9,3.92,6.54,0
155.11,6.52,65.2,5.01,4.09,5.76,0
180.58,6.16,75.93,8.51,7.05,8.74,1
194.49,6.26,74.63,11.44,3.79,7.18,1
161.31,6.6,79.91,8.03,6.1,7.27,1
217.84,7.88,78.42,12.48,8.12,7.88,2
197.72,8.38,86.06,13.72,7.64,9.2,2
189.91,7.34,67.63,9.97,7.62,7.15,1
231.57,7.81,86.31,15.07,8.6,8.55,2
156.28,7.15,85.24,9.53,6.26,8.47,1
207.48,7.63,89.02,11.82,9.5,9.55,2
112.24,4.9,65.09,6.81,4.1,4.32,0
137.54,6.59,70.48,5.29,4.39,4.7,0
130.39,5.53,70.99,4.21,4.55,6.06,0
135.94,5.27,63.41,5.07,5.48,3.39,0
209.28,7.55,92.43,11.62,8.16,9.62,2
216.84,6.54,82.79,9.84,7.73,7.29,1
182.87,7.52,89.72,14.66,10.25,9.57,2
159.32,6.24,66.69,7.36,4.21,6.86,0
150.88,7.02,74.59,11.45,7.49,8.4,1
170.36,6.77,81.45,8.97,6.23,7.29,1
155.41,8.08,86.75,9.95,6.76,6.8,1
218.76,7.9,91.09,11.92,8.23,8.86,2
215.33,7.87,86.3,11.01,8.88,9.76,2
197.69,7.8,88.24,16.39,8.57,9.71,2
122.06,6.17,66.03,6.9,4.59,5.75,0
148.12,5.74,81.6,9.18,9.43,6.5,1
183.85,6.69,72.31,8.77,7.8,7.41,1
183.3,6.34,75.75,10.44,5.73,7.25,1
204.37,8.32,86.85,14.15,8.41,8.97,2
124.28,6.49,56.32,11.71,5.56,5.72,0
133.43,6.07,71.75,6.91,6.36,5.72,0
188.16,7.07,81.58,13.59,8.69,6.75,1
164.15,6.8,72.7,9.25,5.98,9.0,1
134.06,6.65,73.23,6.91,5.45,5.13,0
214.28,8.04,86.27,13.85,7.76,9.77,2
164.11,7.05,80.69,10.96,4.81,8.11,1
133.23,7.19,77.88,11.8,5.4,4.76,1
216.25,7.73,72.19,12.37,6.1,7.4,1
159.59,6.49,83.59,10.02,6.32,7.21,1
160.61,6.26,71.83,8.85,4.59,5.7,0
213.47,8.56,89.68,15.46,8.99,7.89,2
207.29,7.47,88.83,13.7,7.22,7.91,2
152.11,6.22,82.84,10.6,7.55,7.56,1
152.69,6.05,74.27,9.01,7.25,6.81,1
233.49,7.87,87.79,13.92,8.22,9.14,2
168.75,7.19,72.73,10.64,4.8,6.85,1
192.79,8.96,82.37,11.55,9.55,9.43,2
193.98,7.32,89.02,14.55,8.81,8.38,2
192.66,6.83,80.97,11.6,7.79,8.9,2
147.83,4.86,65.14,7.66,4.69,5.93,0
170.9,7.16,71.0,7.72,6.95,8.11,1
150.44,5.39,56.91,7.22,5.29,5.38,0
203.33,7.03,70.52,8.62,7.82,7.16,1
149.3,5.17,68.47,4.97,4.97,5.46,0
92.47,5.3,70.1,10.09,4.52,4.77,0
103.03,6.33,68.26,9.08,4.94,6.6,0
202.78,8.15,91.71,13.81,6.62,9.01,2
137.82,7.86,76.58,6.96,6.66,7.33,1
229.01,8.0,88.05,13.48,7.74,9.3,2
124.06,5.53,64.26,8.25,3.4,5.72,0
212.17,8.32,90.34,12.85,7.37,9.17,2
144.24,5.67,70.69,7.92,3.56,6.59,0
224.06,7.69,88.56,11.21,8.39,8.48,2
198.17,8.3,84.95,13.05,9.76,8.97,2
192.41,7.05,76.19,11.11,6.41,6.43,1
199.32,6.04,71.35,6.73,5.8,7.43,1
202.73,7.43,74.57,11.23,5.55,7.86,1
177.62,6.45,86.46,10.22,3.8,7.57,1
190.44,7.08,76.71,11.62,6.37,6.62,1
161.51,6.97,75.27,12.73,5.23,8.53,1
119.45,6.44,72.21,7.88,4.37,6.08,0
132.61,5.31,72.54,6.82,2.33,6.35,0
112.14,5.94,62.84,6.04,3.68,4.43,0
137.21,7.14,77.43,10.85,5.84,7.26,1
132.69,4.86,64.26,7.14,4.66,4.47,0
138.41,5.47,69.13,7.03,3.86,5.99,0
143.01,5.39,67.75,7.55,4.51,3.41,0
126.47,5.79,69.73,7.01,4.06,5.39,0
173.52,6.95,75.81,10.27,6.94,7.22,1
169.27,6.61,78.09,6.76,4.8,3.98,0
146.99,6.03,58.37,5.98,5.69,4.52,0
135.08,6.22,72.52,11.23,7.37,7.56,1
143.4,6.45,80.37,8.95,6.26,7.67,1
149.41,6.18,72.94,8.06,4.85,6.57,0
192.02,7.19,83.57,15.5,8.06,8.25,2
160.29,6.96,65.98,12.09,7.17,6.1,1
133.23,5.81,70.54,7.35,5.45,5.79,0
206.52,8.33,85.56,14.69,8.5,8.89,2
184.18,7.44,78.63,9.3,5.51,6.14,1
213.44,6.94,86.25,9.06,6.47,7.33,1
140.94,8.42,85.84,12.3,8.18,8.73,2
201.17,7.66,83.52,10.94,9.34,7.89,2
170.34,6.71,83.59,11.91,6.33,8.18,1
148.05,7.44,74.67,11.08,5.23,7.84,1
211.83,7.95,88.37,15.36,8.6,8.13,2
151.57,5.87,77.38,10.02,6.72,6.94,1
118.07,5.52,56.82,7.07,4.25,3.83,0
203.25,8.58,84.85,14.49,9.65,8.17,2
215.15,7.71,91.76,11.21,7.3,9.11,2
226.14,6.43,92.75,14.28,9.55,8.88,2
197.12,7.03,79.25,11.21,6.24,6.68,1
131.97,5.56,57.1,8.12,3.43,5.74,0
165.52,6.14,80.05,11.0,5.15,6.94,1
125.21,5.72,67.2,5.5,5.24,4.99,0
173.86,6.07,78.38,11.57,6.47,7.92,1
143.55,6.85,69.87,6.24,6.8,7.41,1
115.94,6.54,76.81,7.01,5.51,6.84,0
138.32,6.27,67.06,11.3,2.83,6.56,0
177.45,6.77,77.28,10.06,7.52,7.15,1
140.06,4.73,72.06,6.76,7.74,7.81,0
183.64,6.27,82.11,8.56,7.19,8.18,1
163.68,5.49,70.59,7.99,6.64,7.04,1
177.58,7.24,71.74,7.7,8.08,6.81,1
118.66,6.56,69.55,8.55,3.84,6.35,0
216.53,7.21,84.02,15.23,10.02,9.24,2
172.79,5.68,65.21,6.03,5.24,5.32,0
126.3,5.87,75.06,8.35,4.23,4.61,0
236.04,7.47,81.71,11.92,9.3,9.15,2
113.34,5.28,64.56,6.47,3.73,4.2,0
170.61,6.95,81.47,6.96,5.61,7.03,1
115.1,5.69,65.46,8.17,5.81,6.9,0
191.62,6.27,82.34,8.22,7.09,7.8,1
174.18,7.97,86.49,13.97,8.97,9.77,2
255.1,7.57,95.58,13.11,7.4,8.82,2
211.57,7.43,88.98,11.64,7.74,9.39,2
198.23,6.83,88.24,7.56,5.94,7.33,1
115.35,6.25,67.86,7.83,3.32,4.6,0
117.65,5.32,68.72,6.93,4.53,4.74,0
194.06,7.49,83.59,14.6,9.31,9.01,2
134.54,4.92,63.53,6.39,3.98,5.65,0
203.11,7.5,86.05,14.92,9.07,8.99,2
127.27,6.09,59.01,7.69,6.52,4.14,0
170.27,6.0,74.3,10.98,7.93,6.96,1
212.06,7.75,91.31,13.34,7.09,8.85,2
128.87,6.05,60.22,7.33,5.05,6.18,0
153.38,6.84,59.07,4.18,6.37,5.89,0
155.86,5.63,69.13,8.8,3.13,4.79,0
143.85,6.08,67.98,6.85,4.94,2.97,0
106.87,5.21,74.18,6.48,5.95,5.42,0
149.32,6.83,82.31,7.46,7.32,7.95,1
95.58,6.4,71.79,7.08,4.73,6.57,0
137.97,5.83,67.87,7.37,4.28,6.99,0
183.65,6.36,76.97,8.45,7.32,6.63,1
157.03,7.61,87.96,10.59,8.09,6.84,1
177.86,7.38,74.96,8.49,6.75,5.87,1
217.61,6.61,71.55,9.39,6.51,7.75,1
152.77,5.76,65.4,7.23,3.66,7.59,0
130.16,4.88,64.84,8.19,4.2,5.25,0
120.74,5.65,57.53,7.32,4.5,4.68,0
220.26,7.64,79.21,15.4,8.65,8.77,2
197.01,7.87,91.33,14.7,7.36,10.15,2
186.87,7.63,89.82,13.4,8.71,8.36,2
133.61,5.2,74.25,9.71,2.82,4.48,0
231.97,8.81,88.98,13.91,7.28,8.68,2
219.55,7.95,83.77,14.44,8.41,9.13,2
172.78,7.1,75.77,13.08,5.69,8.98,1
95.47,5.72,67.72,8.27,5.19,6.08,0
102.23,5.94,57.44,6.9,3.13,7.49,0
215.31,7.46,87.95,13.14,8.89,8.29,2
124.08,6.03,64.7,5.96,3.35,3.75,0
150.51,5.87,59.12,5.8,4.43,5.42,0
142.86,6.0,73.18,5.39,5.18,6.69,0
225.9,7.12,83.67,14.0,8.91,8.25,2
182.37,6.66,78.57,10.69,6.31,7.22,1
129.81,5.41,75.67,5.71,3.94,5.7,0
191.75,7.97,87.07,13.52,9.41,8.29,2
235.4,8.19,86.69,16.48,7.26,8.16,2
152.16,6.06,70.63,7.77,3.86,5.93,0
134.65,5.67,67.11,7.82,3.32,6.61,0
155.22,7.7,73.73,9.0,5.52,8.74,1
132.53,6.28,75.06,8.97,6.14,6.24,0
217.85,7.42,87.43,14.82,9.13,8.99,2
137.96,6.9,69.46,6.91,5.58,5.71,0
139.98,5.8,59.15,9.03,3.89,6.0,0
173.9,6.43,80.08,11.75,6.48,8.32,1
150.13,5.9,66.88,9.22,6.2,6.79,1
150.75,6.35,80.76,8.9,6.2,6.0,1
191.36,8.24,88.19,14.54,8.15,9.64,2
223.0,6.85,83.58,10.35,7.0,7.03,1
222.49,8.38,91.57,13.19,8.27,9.27,2
136.08,5.94,73.8,5.04,1.48,5.68,0
142.03,5.75,68.33,6.13,2.06,5.37,0
171.52,7.54,77.89,11.06,7.98,7.15,1
149.85,5.37,63.71,6.54,3.15,4.68,0
127.38,5.12,62.13,8.06,3.19,3.9,0
168.08,6.7,86.03,6.88,7.71,6.55,1
165.8,5.52,77.16,9.51,6.89,7.18,1
153.74,6.22,88.56,8.71,6.18,7.01,1
207.22,6.89,87.92,13.65,9.43,9.95,2
131.84,6.05,66.95,7.46,6.31,5.16,0
203.65,7.24,82.82,9.54,4.77,8.86,1
191.67,6.75,77.11,10.98,7.46,7.28,1
200.42,7.61,83.5,14.07,10.47,9.47,2
174.6,6.77,80.94,11.44,7.45,8.16,1
221.6,7.87,90.09,12.3,8.25,9.12,2
191.74,5.24,68.21,3.88,5.05,4.95,0
172.83,8.41,86.4,13.74,8.5,8.36,2
196.02,6.41,73.73,9.4,6.77,7.25,1
232.03,8.27,90.1,13.64,8.1,8.43,2
131.75,6.49,55.94,9.3,3.08,5.23,0
171.84,7.0,79.8,10.76,6.79,6.89,1
199.44,7.42,84.01,11.41,7.8,8.9,2
197.59,6.55,71.66,9.75,6.57,5.9,1
172.88,6.81,68.41,7.79,6.84,6.71,1
180.58,7.04,80.95,6.02,7.87,6.71,1
112.87,6.05,64.67,6.84,7.14,4.0,0
131.89,6.19,69.21,5.9,4.73,3.64,0
149.33,7.0,82.15,9.05,6.79,7.01,1
233.69,7.53,87.25,13.64,7.68,9.14,2
132.79,5.85,61.35,10.62,6.02,6.1,0
97.49,6.66,65.56,7.43,4.45,5.08,0
155.24,5.63,69.82,5.47,4.48,5.33,0
167.83,7.49,87.21,15.45,9.19,9.14,2
132.04,5.91,62.03,5.48,3.11,3.9,0
185.68,7.65,83.98,13.69,8.21,9.11,2
102.99,5.96,64.48,6.88,4.85,5.01,0
226.97,7.89,86.59,16.72,8.42,9.7,2
113.36,5.6,68.59,6.5,4.41,4.97,0
172.89,8.02,93.1,14.89,7.97,9.05,2
217.37,7.5,93.97,13.26,8.99,9.87,2
150.9,5.76,66.1,11.79,4.8,4.75,0
138.77,5.25,68.17,8.55,3.66,6.92,0
154.83,6.42,78.16,7.41,6.52,8.65,1
133.52,6.62,91.52,9.65,7.6,8.45,1
99.88,5.87,57.91,8.14,4.41,5.92,0
205.12,6.51,70.09,11.23,5.12,6.95,1
120.6,4.85,65.03,8.5,5.89,6.21,0
197.45,8.37,85.88,14.67,7.33,9.14,2
212.94,8.53,91.89,11.56,7.55,9.35,2
167.95,6.29,72.86,9.44,7.14,8.04,1
230.58,7.85,84.63,14.55,8.66,7.49,2
201.46,6.49,68.8,11.99,6.0,6.81,1
137.78,5.63,66.9,6.84,5.72,4.42,0
146.72,7.34,78.19,11.64,6.43,5.28,1
202.24,7.68,89.07,13.88,7.84,9.41,2
130.87,5.78,59.34,7.77,5.07,5.44,0
189.25,6.51,82.26,8.16,7.95,7.31,1
221.3,8.63,89.06,12.66,8.87,8.67,2
157.03,7.06,82.32,10.26,7.65,6.33,1
219.55,7.26,88.46,13.46,8.76,9.07,2
183.87,7.22,74.99,11.75,4.83,6.1,1
172.94,6.93,77.25,8.1,6.99,5.74,1
147.68,6.19,67.42,9.12,4.91,4.64,0
183.18,7.87,92.65,13.22,7.3,9.5,2
181.09,6.3,78.1,7.8,4.73,7.59,1
206.96,6.06,78.7,10.1,7.31,6.62,1
216.48,8.07,84.0,12.22,7.54,8.47,2
166.42,7.64,70.7,11.79,7.18,5.93,1
141.91,7.25,76.16,11.05,5.17,8.24,1
192.68,7.8,87.62,11.38,8.63,9.58,2
131.71,6.49,63.77,5.8,4.02,4.55,0
205.27,6.36,78.74,8.98,7.11,7.71,1
156.18,6.79,74.88,11.12,6.53,7.85,1
198.58,8.36,87.07,13.8,8.1,8.39,2
154.17,6.53,62.42,5.74,4.36,5.81,0
200.02,6.13,72.98,9.5,7.92,7.92,1
181.08,6.5,82.88,10.0,7.19,5.58,1
133.14,5.18,77.48,9.39,5.18,4.69,0
220.52,7.67,88.67,15.09,7.54,8.39,2
221.98,8.9,84.85,14.0,7.1,9.27,2
200.66,8.66,87.24,13.37,6.73,8.88,2
111.72,6.09,69.25,4.2,3.34,5.22,0
164.84,7.42,86.16,14.37,8.67,8.9,2
145.55,5.59,68.29,6.64,4.51,5.17,0
238.8,8.56,91.03,13.12,5.91,9.18,2
132.39,6.98,73.1,10.25,7.81,6.54,1
149.74,6.57,61.39,5.62,5.52,5.77,0
192.19,6.78,74.96,10.89,6.91,7.59,1
239.34,7.99,85.64,11.62,8.82,8.93,2
207.68,7.55,89.94,12.23,8.74,8.56,2
191.93,8.27,88.61,11.96,7.99,7.86,2
222.12,7.95,86.4,12.63,9.62,9.12,2
80.86,6.09,68.22,5.36,3.51,4.53,0
203.88,6.66,78.69,8.37,5.63,7.38,1
208.84,7.57,92.06,13.78,8.54,9.47,2
147.34,6.72,66.12,8.0,4.6,6.8,0
224.68,8.1,92.16,11.97,8.32,8.44,2
132.91,5.91,74.89,8.48,5.37,5.04,0
211.24,7.73,92.71,11.53,8.93,8.0,2
219.5,7.42,88.2,11.47,9.05,8.84,2
104.33,5.34,74.81,6.59,4.26,5.2,0
143.57,6.05,72.3,11.14,4.89,4.99,0
140.3,5.68,63.08,5.96,3.58,4.67,0
150.1,7.25,81.92,8.65,5.73,6.93,1
180.78,7.3,85.8,7.07,5.18,8.35,1
193.39,7.52,72.75,8.54,6.05,6.7,1
196.02,6.44,74.78,5.89,7.69,8.53,1
220.28,7.44,93.07,12.04,8.41,8.67,2
179.09,7.12,73.89,8.17,5.93,7.2,1
189.13,5.91,81.57,9.65,7.21,7.92,1
128.35,5.87,58.12,7.61,3.47,4.15,0
221.02,7.02,83.69,14.01,9.0,9.38,2
192.95,7.39,77.67,9.46,7.73,6.33,1
86.32,5.49,64.56,7.95,4.52,4.09,0
117.44,6.45,70.32,6.17,5.5,5.0,0
171.11,7.27,86.18,11.97,5.41,7.1,1
214.54,6.81,79.19,13.17,8.7,8.32,2
174.89,7.19,77.06,11.79,7.52,8.04,1
205.64,8.28,84.06,12.34,7.69,9.05,2
126.06,5.71,62.05,6.95,3.69,4.39,0
121.69,6.4,71.75,7.36,2.97,5.3,0
161.87,5.66,66.89,5.88,2.08,6.38,0
131.73,5.75,71.98,9.55,2.86,3.71,0
182.78,6.44,67.84,8.02,6.52,6.4,1
168.89,6.78,78.1,8.8,7.08,7.67,1
218.24,8.02,80.91,14.46,7.96,8.34,2
144.74,6.24,63.66,6.91,3.44,3.0,0
194.91,7.19,91.13,13.4,8.49,8.34,2
147.55,5.63,72.87,7.55,4.39,5.95,0
164.44,6.49,73.46,12.53,7.34,7.32,1
186.79,7.65,89.31,12.64,9.13,8.66,2
199.34,7.96,85.67,14.1,7.44,8.86,2
225.07,7.98,86.17,15.11,7.61,9.19,2
157.27,5.57,66.79,7.09,5.35,3.25,0
133.35,5.36,71.99,6.57,5.26,5.21,0
144.62,6.24,65.4,9.69,4.73,6.0,0
237.28,8.37,83.55,11.75,9.52,8.32,2
150.43,7.15,80.59,10.74,6.5,7.63,1
196.44,6.73,66.9,7.9,6.25,6.37,1
140.72,7.52,71.86,9.11,6.86,6.34,1
107.03,6.21,68.88,5.65,3.63,6.63,0
202.16,7.78,88.16,14.84,8.97,8.91,2
115.39,5.41,65.15,4.89,4.52,6.4,0
168.24,6.15,80.21,7.85,5.66,5.61,1
213.78,8.11,90.84,13.29,8.0,9.36,2
167.74,6.84,82.55,9.72,5.29,7.35,1
105.91,5.95,71.66,6.38,5.2,8.31,0
107.74,5.96,75.77,7.03,4.73,6.19,0
146.81,5.9,66.91,6.42,5.62,6.45,0
181.44,6.83,82.53,10.11,8.56,6.15,1
96.24,6.35,64.61,5.71,5.19,5.11,0
143.25,5.31,61.23,4.47,2.71,4.14,0
194.6,7.66,83.79,12.79,7.55,7.9,2
142.83,6.04,63.02,7.64,5.78,3.28,0
198.28,7.32,90.47,12.49,9.21,9.84,2
226.45,7.31,94.46,12.05,8.67,8.99,2
150.71,5.32,66.6,6.55,3.49,5.86,0
215.31,8.0,84.77,12.81,8.36,8.08,2
174.71,7.38,79.99,8.88,6.22,6.18,1
140.79,5.88,62.02,6.73,2.32,5.68,0
134.04,5.52,67.84,8.42,5.0,4.62,0
179.06,8.32,88.19,12.72,7.83,8.86,2
122.48,5.34,73.2,6.41,5.57,6.1,0
158.6,5.69,71.3,7.12,5.64,5.11,0
131.09,5.65,79.13,7.65,3.12,4.94,0
125.35,6.2,68.84,9.76,4.28,5.15,0
187.66,7.88,76.42,8.59,6.75,6.66,1
146.26,6.24,64.04,7.19,6.45,4.99,0
228.53,8.79,91.82,16.76,7.76,8.51,2
196.49,7.65,88.01,11.44,8.13,9.23,2
177.89,7.13,72.8,12.53,6.75,7.88,1
220.71,7.49,86.7,13.86,8.58,9.01,2
129.61,5.77,80.1,5.33,5.96,6.5,0
116.75,5.84,62.37,7.38,3.6,5.09,0
202.28,6.99,76.13,9.25,6.33,8.61,1
124.08,5.91,73.0,6.26,2.62,6.12,0
163.45,7.63,73.72,10.05,7.15,5.99,1
200.17,7.13,93.68,14.39,7.93,9.43,2
221.71,8.01,83.72,12.32,9.05,8.86,2
150.45,6.53,80.5,8.53,8.11,8.28,1
131.15,5.99,70.45,7.4,5.16,5.43,0
156.02,6.77,77.59,11.15,5.73,8.39,1
134.52,5.36,66.18,5.88,3.82,5.36,0
226.61,7.54,81.61,15.74,10.14,9.93,2
157.12,6.87,78.42,8.4,7.46,9.16,1
222.56,7.1,78.25,11.08,6.13,9.21,1
187.66,7.07,78.83,7.93,6.02,7.97,1
187.27,7.28,71.87,13.29,7.27,7.3,1
125.48,5.27,73.12,6.61,4.85,4.93,0
177.46,6.81,74.42,11.21,7.03,7.99,1
161.58,5.22,68.08,5.35,3.91,4.66,0
143.53,5.34,69.78,5.62,4.08,5.2,0
154.08,6.11,70.42,4.95,5.71,5.76,0
225.64,7.81,84.09,12.58,6.92,10.22,2
137.54,4.73,70.84,7.32,5.01,9.43,0
240.3,8.0,83.65,13.31,7.61,9.39,2
184.87,6.13,74.29,9.83,8.4,7.21,1
144.94,6.11,63.52,7.87,4.76,4.96,0
102.54,5.01,68.34,7.76,2.92,6.4,0
176.57,6.28,82.28,10.6,6.89,6.96,1
161.71,5.98,65.43,7.0,3.25,6.1,0
129.43,5.42,68.6,9.01,2.62,5.62,0
158.09,7.36,76.53,12.18,8.03,7.24,1
178.18,7.03,77.63,8.81,7.52,6.98,1
212.3,8.12,86.0,10.69,8.14,9.24,2
209.99,8.4,94.06,11.24,8.51,8.59,2
114.17,5.13,59.24,7.99,5.69,7.35,0
125.54,5.82,63.64,7.33,2.76,4.95,0
174.26,6.06,82.73,10.08,6.92,6.93,1
187.39,6.58,73.73,9.04,7.2,6.8,1
146.42,6.35,69.05,6.64,5.17,7.4,0
195.46,7.6,94.02,11.88,8.63,9.9,2
207.99,7.57,83.33,13.01,9.39,9.34,2
131.45,5.72,66.03,8.7,5.09,2.56,0
209.8,6.93,77.94,11.55,7.59,6.66,1
227.78,7.41,84.88,14.99,6.99,8.09,2
122.54,4.82,67.52,10.06,4.78,5.48,0
166.73,6.26,74.93,10.29,7.05,5.56,1
173.0,6.95,82.17,9.05,7.36,5.13,1
203.13,8.17,87.31,14.12,8.0,9.14,2
109.88,6.1,63.38,6.71,4.05,4.71,0
175.63,6.11,84.84,10.19,7.35,8.28,1
197.38,7.41,76.33,7.31,5.93,6.82,1
248.81,7.61,86.5,12.66,8.11,7.35,2
155.87,6.29,63.1,7.3,4.04,5.69,0
133.22,5.5,69.16,7.71,3.79,4.79,0
146.87,6.27,58.96,5.86,3.73,4.56,0
183.29,6.04,81.99,9.17,6.51,7.23,1
156.71,6.19,69.33,9.28,3.55,7.25,0
134.9,6.39,60.13,7.78,6.37,5.92,0
113.77,5.89,70.36,9.29,5.39,6.26,0
227.84,6.26,75.86,10.62,7.1,8.07,1
145.78,6.13,63.33,7.12,4.96,6.96,0
117.01,5.55,71.2,7.82,4.26,5.13,0
211.94,7.68,89.17,13.92,8.73,9.07,2
241.28,8.01,89.36,13.31,8.45,8.84,2
149.08,5.4,63.1,8.62,3.15,5.08,0
179.38,7.99,89.06,13.6,8.33,8.82,2
154.26,6.85,79.93,8.24,7.43,5.88,1
177.69,6.85,80.18,11.27,6.89,7.66,1
172.33,5.34,54.35,6.57,5.6,7.46,0
208.5,8.49,79.23,11.37,9.05,9.01,2
127.63,6.16,78.41,6.07,2.96,3.62,0
194.4,7.79,89.95,14.65,8.62,9.2,2
173.41,6.57,82.45,9.09,6.3,8.42,1
194.44,8.37,86.73,15.56,9.15,7.23,2
231.5,8.45,80.01,12.44,8.9,9.39,2
119.76,6.42,70.9,6.94,4.08,3.47,0
121.64,5.14,63.94,6.94,4.07,4.81,0
198.26,6.43,84.58,10.32,6.34,9.3,1
199.35,8.44,87.55,12.93,7.76,9.16,2
208.14,7.56,88.17,17.46,9.42,9.7,2
167.29,6.79,72.33,11.54,4.71,7.73,1
160.65,6.82,80.17,9.41,7.04,7.55,1
139.49,6.32,67.72,7.04,4.15,7.06,0
150.3,7.39,81.66,11.88,7.3,8.95,1
156.72,5.04,61.72,7.19,3.52,4.71,0
191.18,6.82,81.3,12.65,7.54,7.37,1
184.94,6.63,77.43,10.22,5.74,7.47,1
213.37,7.99,83.89,11.1,9.0,9.89,2
187.1,6.88,83.9,10.6,5.53,6.66,1
150.52,5.09,61.24,2.74,3.69,6.46,0
152.98,7.51,85.76,11.32,5.74,7.06,1
160.28,6.23,75.94,8.89,4.87,8.92,1
170.58,5.02,75.09,7.16,3.6,4.17,0
148.5,5.94,62.25,7.48,3.51,4.87,0
218.51,6.44,88.66,11.78,8.76,8.38,2
167.92,5.85,80.35,12.96,6.96,7.79,1
171.39,6.98,83.2,7.07,6.13,7.47,1
215.1,7.75,78.09,14.25,9.72,9.07,2
146.2,5.23,72.2,6.89,5.17,4.43,0
184.95,6.33,83.53,10.3,6.76,7.02,1
177.97,7.53,84.93,13.38,7.99,9.44,2
190.25,7.49,90.01,15.32,7.31,8.9,2
151.99,6.35,71.32,12.0,8.05,7.56,1
133.19,5.77,69.05,6.65,5.89,6.34,0
168.72,6.34,64.76,8.92,4.57,6.35,0
136.08,5.99,73.25,5.0,4.15,4.73,0
118.72,6.39,70.33,9.91,3.62,5.12,0
173.11,7.11,77.87,9.67,6.56,6.82,1
218.58,7.72,93.66,16.26,8.38,9.21,2
240.14,7.35,83.95,10.86,8.14,8.7,2
180.97,6.28,86.56,10.79,6.1,6.7,1
162.04,6.34,71.73,9.68,6.89,7.86,1
144.88,5.67,66.37,7.49,4.59,3.28,0
173.79,6.26,74.09,11.28,6.75,7.29,1
219.55,7.74,87.86,14.86,10.38,8.16,2
122.28,6.23,75.25,8.61,3.77,5.86,0
139.04,6.25,65.51,8.97,4.82,5.69,0
197.79,7.65,85.61,13.67,9.46,8.54,2
193.35,7.57,88.3,15.29,7.43,8.81,2
145.9,6.69,76.76,10.94,6.55,7.8,1
192.05,7.27,92.41,12.92,8.45,9.29,2
195.45,6.72,77.19,10.66,5.62,7.41,1
